id,year,month,day,mets,pdf,label
13815,2000,10,18,BDH_2000_10_18-METS.xml,BDH_2000_10_18.pdf,2000-10-18
13816,2000,10,19,BDH_2000_10_19-METS.xml,BDH_2000_10_19.pdf,2000-10-19
13817,2000,10,20,BDH_2000_10_20-METS.xml,BDH_2000_10_20.pdf,2000-10-20
13818,2000,10,23,BDH_2000_10_23-METS.xml,BDH_2000_10_23.pdf,2000-10-23
13819,2000,10,24,BDH_2000_10_24-METS.xml,BDH_2000_10_24.pdf,2000-10-24
13820,2000,10,25,BDH_2000_10_25-METS.xml,BDH_2000_10_25.pdf,2000-10-25
13821,2000,10,26,BDH_2000_10_26-METS.xml,BDH_2000_10_26.pdf,2000-10-26
13822,2000,10,27,BDH_2000_10_27-METS.xml,BDH_2000_10_27.pdf,2000-10-27
13823,2000,10,30,BDH_2000_10_30-METS.xml,BDH_2000_10_30.pdf,2000-10-30
13824,2000,10,31,BDH_2000_10_31-METS.xml,BDH_2000_10_31.pdf,2000-10-31
13825,2000,11,01,BDH_2000_11_01-METS.xml,BDH_2000_11_01.pdf,2000-11-01
13826,2000,11,02,BDH_2000_11_02-METS.xml,BDH_2000_11_02.pdf,2000-11-02
13827,2000,11,03,BDH_2000_11_03-METS.xml,BDH_2000_11_03.pdf,2000-11-03
13828,2000,11,06,BDH_2000_11_06-METS.xml,BDH_2000_11_06.pdf,2000-11-06
13829,2000,11,07,BDH_2000_11_07-METS.xml,BDH_2000_11_07.pdf,2000-11-07
13830,2000,11,08,BDH_2000_11_08-METS.xml,BDH_2000_11_08.pdf,2000-11-08
13831,2000,11,09,BDH_2000_11_09-METS.xml,BDH_2000_11_09.pdf,2000-11-09
13832,2000,11,10,BDH_2000_11_10-METS.xml,BDH_2000_11_10.pdf,2000-11-10
13833,2000,11,13,BDH_2000_11_13-METS.xml,BDH_2000_11_13.pdf,2000-11-13
13834,2000,11,14,BDH_2000_11_14-METS.xml,BDH_2000_11_14.pdf,2000-11-14
13835,2000,11,15,BDH_2000_11_15-METS.xml,BDH_2000_11_15.pdf,2000-11-15
13836,2000,11,16,BDH_2000_11_16-METS.xml,BDH_2000_11_16.pdf,2000-11-16
13837,2000,11,17,BDH_2000_11_17-METS.xml,BDH_2000_11_17.pdf,2000-11-17
13838,2000,11,20,BDH_2000_11_20-METS.xml,BDH_2000_11_20.pdf,2000-11-20
13839,2000,11,28,BDH_2000_11_28-METS.xml,BDH_2000_11_28.pdf,2000-11-28
13840,2000,11,29,BDH_2000_11_29-METS.xml,BDH_2000_11_29.pdf,2000-11-29
13841,2000,11,30,BDH_2000_11_30-METS.xml,BDH_2000_11_30.pdf,2000-11-30
13842,2000,12,01,BDH_2000_12_01-METS.xml,BDH_2000_12_01.pdf,2000-12-01
13843,2000,12,04,BDH_2000_12_04-METS.xml,BDH_2000_12_04.pdf,2000-12-04
13844,2000,12,05,BDH_2000_12_05-METS.xml,BDH_2000_12_05.pdf,2000-12-05
13845,2000,12,06,BDH_2000_12_06-METS.xml,BDH_2000_12_06.pdf,2000-12-06
13846,2001,01,26,BDH_2001_01_26-METS.xml,BDH_2001_01_26.pdf,2001-01-26
13847,2001,01,29,BDH_2001_01_29-METS.xml,BDH_2001_01_29.pdf,2001-01-29
13848,2001,01,30,BDH_2001_01_30-METS.xml,BDH_2001_01_30.pdf,2001-01-30
13849,2001,01,31,BDH_2001_01_31-METS.xml,BDH_2001_01_31.pdf,2001-01-31
13850,2001,02,01,BDH_2001_02_01-METS.xml,BDH_2001_02_01.pdf,2001-02-01
13851,2001,02,02,BDH_2001_02_02-METS.xml,BDH_2001_02_02.pdf,2001-02-02
13852,2001,02,05,BDH_2001_02_05-METS.xml,BDH_2001_02_05.pdf,2001-02-05
13853,2001,02,06,BDH_2001_02_06-METS.xml,BDH_2001_02_06.pdf,2001-02-06
13854,2001,02,07,BDH_2001_02_07-METS.xml,BDH_2001_02_07.pdf,2001-02-07
13855,2001,02,08,BDH_2001_02_08-METS.xml,BDH_2001_02_08.pdf,2001-02-08
13856,2001,02,09,BDH_2001_02_09-METS.xml,BDH_2001_02_09.pdf,2001-02-09
13857,2001,02,12,BDH_2001_02_12-METS.xml,BDH_2001_02_12.pdf,2001-02-12
13858,2001,02,13,BDH_2001_02_13-METS.xml,BDH_2001_02_13.pdf,2001-02-13
13859,2001,02,14,BDH_2001_02_14-METS.xml,BDH_2001_02_14.pdf,2001-02-14
13860,2001,02,15,BDH_2001_02_15-METS.xml,BDH_2001_02_15.pdf,2001-02-15
13861,2001,02,16,BDH_2001_02_16-METS.xml,BDH_2001_02_16.pdf,2001-02-16
13862,2001,02,21,BDH_2001_02_21-METS.xml,BDH_2001_02_21.pdf,2001-02-21
13863,2001,02,22,BDH_2001_02_22-METS.xml,BDH_2001_02_22.pdf,2001-02-22
13864,2001,02,23,BDH_2001_02_23-METS.xml,BDH_2001_02_23.pdf,2001-02-23
13865,2001,02,26,BDH_2001_02_26-METS.xml,BDH_2001_02_26.pdf,2001-02-26
13866,2001,02,27,BDH_2001_02_27-METS.xml,BDH_2001_02_27.pdf,2001-02-27
13867,2001,02,28,BDH_2001_02_28-METS.xml,BDH_2001_02_28.pdf,2001-02-28
13868,2001,03,01,BDH_2001_03_01-METS.xml,BDH_2001_03_01.pdf,2001-03-01
13869,2001,03,02,BDH_2001_03_02-METS.xml,BDH_2001_03_02.pdf,2001-03-02
13870,2001,03,05,BDH_2001_03_05-METS.xml,BDH_2001_03_05.pdf,2001-03-05
13871,2001,03,06,BDH_2001_03_06-METS.xml,BDH_2001_03_06.pdf,2001-03-06
13872,2001,03,07,BDH_2001_03_07-METS.xml,BDH_2001_03_07.pdf,2001-03-07
13873,2001,03,08,BDH_2001_03_08-METS.xml,BDH_2001_03_08.pdf,2001-03-08
13874,2001,03,09,BDH_2001_03_09-METS.xml,BDH_2001_03_09.pdf,2001-03-09
13875,2001,03,12,BDH_2001_03_12-METS.xml,BDH_2001_03_12.pdf,2001-03-12
13876,2001,03,13,BDH_2001_03_13-METS.xml,BDH_2001_03_13.pdf,2001-03-13
13877,2001,03,14,BDH_2001_03_14-METS.xml,BDH_2001_03_14.pdf,2001-03-14
13878,2001,03,15,BDH_2001_03_15-METS.xml,BDH_2001_03_15.pdf,2001-03-15
13879,2001,03,16,BDH_2001_03_16-METS.xml,BDH_2001_03_16.pdf,2001-03-16
13880,2001,03,19,BDH_2001_03_19-METS.xml,BDH_2001_03_19.pdf,2001-03-19
13881,2001,03,20,BDH_2001_03_20-METS.xml,BDH_2001_03_20.pdf,2001-03-20
13882,2001,03,21,BDH_2001_03_21-METS.xml,BDH_2001_03_21.pdf,2001-03-21
13883,2001,03,22,BDH_2001_03_22-METS.xml,BDH_2001_03_22.pdf,2001-03-22
13884,2001,04,02,BDH_2001_04_02-METS.xml,BDH_2001_04_02.pdf,2001-04-02
13885,2001,04,03,BDH_2001_04_03-METS.xml,BDH_2001_04_03.pdf,2001-04-03
13886,2001,04,04,BDH_2001_04_04-METS.xml,BDH_2001_04_04.pdf,2001-04-04
13887,2001,04,05,BDH_2001_04_05-METS.xml,BDH_2001_04_05.pdf,2001-04-05
13888,2001,04,06,BDH_2001_04_06-METS.xml,BDH_2001_04_06.pdf,2001-04-06
13889,2001,04,09,BDH_2001_04_09-METS.xml,BDH_2001_04_09.pdf,2001-04-09
13890,2001,04,10,BDH_2001_04_10-METS.xml,BDH_2001_04_10.pdf,2001-04-10
13891,2001,04,11,BDH_2001_04_11-METS.xml,BDH_2001_04_11.pdf,2001-04-11
13892,2001,04,12,BDH_2001_04_12-METS.xml,BDH_2001_04_12.pdf,2001-04-12
13893,2001,04,13,BDH_2001_04_13-METS.xml,BDH_2001_04_13.pdf,2001-04-13
13894,2001,04,16,BDH_2001_04_16-METS.xml,BDH_2001_04_16.pdf,2001-04-16
13895,2001,04,17,BDH_2001_04_17-METS.xml,BDH_2001_04_17.pdf,2001-04-17
13896,2001,04,18,BDH_2001_04_18-METS.xml,BDH_2001_04_18.pdf,2001-04-18
13897,2001,04,19,BDH_2001_04_19-METS.xml,BDH_2001_04_19.pdf,2001-04-19
13898,2001,04,23,BDH_2001_04_23-METS.xml,BDH_2001_04_23.pdf,2001-04-23
13899,2001,04,24,BDH_2001_04_24-METS.xml,BDH_2001_04_24.pdf,2001-04-24
13900,2001,04,25,BDH_2001_04_25-METS.xml,BDH_2001_04_25.pdf,2001-04-25
13901,2001,04,26,BDH_2001_04_26-METS.xml,BDH_2001_04_26.pdf,2001-04-26
13902,2001,04,27,BDH_2001_04_27-METS.xml,BDH_2001_04_27.pdf,2001-04-27
13903,2001,04,30,BDH_2001_04_30-METS.xml,BDH_2001_04_30.pdf,2001-04-30
13904,2001,05,01,BDH_2001_05_01-METS.xml,BDH_2001_05_01.pdf,2001-05-01
13905,2001,05,02,BDH_2001_05_02-METS.xml,BDH_2001_05_02.pdf,2001-05-02
13906,2001,05,25,BDH_2001_05_25-METS.xml,BDH_2001_05_25.pdf,2001-05-25
13907,2001,07,13,BDH_2001_07_13-METS.xml,BDH_2001_07_13.pdf,2001-07-13
13908,2001,08,30,BDH_2001_08_30-METS.xml,BDH_2001_08_30.pdf,2001-08-30
13909,2001,09,04,BDH_2001_09_04-METS.xml,BDH_2001_09_04.pdf,2001-09-04
13910,2001,09,05,BDH_2001_09_05-METS.xml,BDH_2001_09_05.pdf,2001-09-05
13911,2001,09,06,BDH_2001_09_06-METS.xml,BDH_2001_09_06.pdf,2001-09-06
13912,2001,09,07,BDH_2001_09_07-METS.xml,BDH_2001_09_07.pdf,2001-09-07
13913,2001,09,10,BDH_2001_09_10-METS.xml,BDH_2001_09_10.pdf,2001-09-10
13914,2001,09,11,BDH_2001_09_11-METS.xml,BDH_2001_09_11.pdf,2001-09-11
13915,2001,09,12,BDH_2001_09_12-METS.xml,BDH_2001_09_12.pdf,2001-09-12
13916,2001,09,13,BDH_2001_09_13-METS.xml,BDH_2001_09_13.pdf,2001-09-13
13917,2001,09,14,BDH_2001_09_14-METS.xml,BDH_2001_09_14.pdf,2001-09-14
13918,2001,09,17,BDH_2001_09_17-METS.xml,BDH_2001_09_17.pdf,2001-09-17
13919,2001,09,18,BDH_2001_09_18-METS.xml,BDH_2001_09_18.pdf,2001-09-18
13920,2001,09,19,BDH_2001_09_19-METS.xml,BDH_2001_09_19.pdf,2001-09-19
13921,2001,09,20,BDH_2001_09_20-METS.xml,BDH_2001_09_20.pdf,2001-09-20
13922,2001,09,21,BDH_2001_09_21-METS.xml,BDH_2001_09_21.pdf,2001-09-21
13923,2001,09,24,BDH_2001_09_24-METS.xml,BDH_2001_09_24.pdf,2001-09-24
13924,2001,09,25,BDH_2001_09_25-METS.xml,BDH_2001_09_25.pdf,2001-09-25
13925,2001,09,26,BDH_2001_09_26-METS.xml,BDH_2001_09_26.pdf,2001-09-26
13926,2001,09,27,BDH_2001_09_27-METS.xml,BDH_2001_09_27.pdf,2001-09-27
13927,2001,09,28,BDH_2001_09_28-METS.xml,BDH_2001_09_28.pdf,2001-09-28
13928,2001,10,01,BDH_2001_10_01-METS.xml,BDH_2001_10_01.pdf,2001-10-01
13929,2001,10,02,BDH_2001_10_02-METS.xml,BDH_2001_10_02.pdf,2001-10-02
13930,2001,10,03,BDH_2001_10_03-METS.xml,BDH_2001_10_03.pdf,2001-10-03
13931,2001,10,04,BDH_2001_10_04-METS.xml,BDH_2001_10_04.pdf,2001-10-04
13932,2001,10,05,BDH_2001_10_05-METS.xml,BDH_2001_10_05.pdf,2001-10-05
13933,2001,10,09,BDH_2001_10_09-METS.xml,BDH_2001_10_09.pdf,2001-10-09
13934,2001,10,10,BDH_2001_10_10-METS.xml,BDH_2001_10_10.pdf,2001-10-10
13935,2001,10,11,BDH_2001_10_11-METS.xml,BDH_2001_10_11.pdf,2001-10-11
13936,2001,10,12,BDH_2001_10_12-METS.xml,BDH_2001_10_12.pdf,2001-10-12
13937,2001,10,12,BDH_2001_10_12_02-METS.xml,BDH_2001_10_12_02.pdf,"2001-10-12 (Supplement)"
13938,2001,10,15,BDH_2001_10_15-METS.xml,BDH_2001_10_15.pdf,2001-10-15
13939,2001,10,16,BDH_2001_10_16-METS.xml,BDH_2001_10_16.pdf,2001-10-16
13940,2001,10,17,BDH_2001_10_17-METS.xml,BDH_2001_10_17.pdf,2001-10-17
13941,2001,10,18,BDH_2001_10_18-METS.xml,BDH_2001_10_18.pdf,2001-10-18
13942,2001,10,19,BDH_2001_10_19-METS.xml,BDH_2001_10_19.pdf,2001-10-19
13943,2001,10,22,BDH_2001_10_22-METS.xml,BDH_2001_10_22.pdf,2001-10-22
13944,2001,10,23,BDH_2001_10_23-METS.xml,BDH_2001_10_23.pdf,2001-10-23
13945,2001,10,24,BDH_2001_10_24-METS.xml,BDH_2001_10_24.pdf,2001-10-24
13946,2001,10,25,BDH_2001_10_25-METS.xml,BDH_2001_10_25.pdf,2001-10-25
13947,2001,10,26,BDH_2001_10_26-METS.xml,BDH_2001_10_26.pdf,2001-10-26
13948,2001,10,29,BDH_2001_10_29-METS.xml,BDH_2001_10_29.pdf,2001-10-29
13949,2001,10,30,BDH_2001_10_30-METS.xml,BDH_2001_10_30.pdf,2001-10-30
13950,2001,10,31,BDH_2001_10_31-METS.xml,BDH_2001_10_31.pdf,2001-10-31
13951,2001,11,01,BDH_2001_11_01-METS.xml,BDH_2001_11_01.pdf,2001-11-01
13952,2001,11,02,BDH_2001_11_02-METS.xml,BDH_2001_11_02.pdf,2001-11-02
13953,2001,11,05,BDH_2001_11_05-METS.xml,BDH_2001_11_05.pdf,2001-11-05
13954,2001,11,06,BDH_2001_11_06-METS.xml,BDH_2001_11_06.pdf,2001-11-06
13955,2001,11,07,BDH_2001_11_07-METS.xml,BDH_2001_11_07.pdf,2001-11-07
13956,2001,11,08,BDH_2001_11_08-METS.xml,BDH_2001_11_08.pdf,2001-11-08
13957,2001,11,09,BDH_2001_11_09-METS.xml,BDH_2001_11_09.pdf,2001-11-09
13958,2001,11,12,BDH_2001_11_12-METS.xml,BDH_2001_11_12.pdf,2001-11-12
13959,2001,11,13,BDH_2001_11_13-METS.xml,BDH_2001_11_13.pdf,2001-11-13
13960,2001,11,14,BDH_2001_11_14-METS.xml,BDH_2001_11_14.pdf,2001-11-14
13961,2001,11,15,BDH_2001_11_15-METS.xml,BDH_2001_11_15.pdf,2001-11-15
13962,2001,11,16,BDH_2001_11_16-METS.xml,BDH_2001_11_16.pdf,2001-11-16
13963,2001,11,19,BDH_2001_11_19-METS.xml,BDH_2001_11_19.pdf,2001-11-19
13964,2001,11,27,BDH_2001_11_27-METS.xml,BDH_2001_11_27.pdf,2001-11-27
13965,2001,11,28,BDH_2001_11_28-METS.xml,BDH_2001_11_28.pdf,2001-11-28
13966,2001,11,29,BDH_2001_11_29-METS.xml,BDH_2001_11_29.pdf,2001-11-29
13967,2001,11,30,BDH_2001_11_30-METS.xml,BDH_2001_11_30.pdf,2001-11-30
13968,2001,12,03,BDH_2001_12_03-METS.xml,BDH_2001_12_03.pdf,2001-12-03
13969,2001,12,04,BDH_2001_12_04-METS.xml,BDH_2001_12_04.pdf,2001-12-04
13970,2001,12,05,BDH_2001_12_05-METS.xml,BDH_2001_12_05.pdf,2001-12-05
13971,2001,12,06,BDH_2001_12_06-METS.xml,BDH_2001_12_06.pdf,2001-12-06
13972,2001,12,07,BDH_2001_12_07-METS.xml,BDH_2001_12_07.pdf,2001-12-07
13973,2002,01,23,BDH_2002_01_23-METS.xml,BDH_2002_01_23.pdf,2002-01-23
13974,2002,01,24,BDH_2002_01_24-METS.xml,BDH_2002_01_24.pdf,2002-01-24
13975,2002,01,25,BDH_2002_01_25-METS.xml,BDH_2002_01_25.pdf,2002-01-25
13976,2002,01,28,BDH_2002_01_28-METS.xml,BDH_2002_01_28.pdf,2002-01-28
13977,2002,01,29,BDH_2002_01_29-METS.xml,BDH_2002_01_29.pdf,2002-01-29
13978,2002,01,30,BDH_2002_01_30-METS.xml,BDH_2002_01_30.pdf,2002-01-30
13979,2002,01,31,BDH_2002_01_31-METS.xml,BDH_2002_01_31.pdf,2002-01-31
13980,2002,02,01,BDH_2002_02_01-METS.xml,BDH_2002_02_01.pdf,2002-02-01
13981,2002,02,04,BDH_2002_02_04-METS.xml,BDH_2002_02_04.pdf,2002-02-04
13982,2002,02,05,BDH_2002_02_05-METS.xml,BDH_2002_02_05.pdf,2002-02-05
13983,2002,02,06,BDH_2002_02_06-METS.xml,BDH_2002_02_06.pdf,2002-02-06
13984,2002,02,07,BDH_2002_02_07-METS.xml,BDH_2002_02_07.pdf,2002-02-07
13985,2002,02,08,BDH_2002_02_08-METS.xml,BDH_2002_02_08.pdf,2002-02-08
13986,2002,02,11,BDH_2002_02_11-METS.xml,BDH_2002_02_11.pdf,2002-02-11
13987,2002,02,12,BDH_2002_02_12-METS.xml,BDH_2002_02_12.pdf,2002-02-12
13988,2002,02,13,BDH_2002_02_13-METS.xml,BDH_2002_02_13.pdf,2002-02-13
13989,2002,02,14,BDH_2002_02_14-METS.xml,BDH_2002_02_14.pdf,2002-02-14
13990,2002,02,15,BDH_2002_02_15-METS.xml,BDH_2002_02_15.pdf,2002-02-15
13991,2002,02,20,BDH_2002_02_20-METS.xml,BDH_2002_02_20.pdf,2002-02-20
13992,2002,02,21,BDH_2002_02_21-METS.xml,BDH_2002_02_21.pdf,2002-02-21
13993,2002,02,22,BDH_2002_02_22-METS.xml,BDH_2002_02_22.pdf,2002-02-22
13994,2002,02,25,BDH_2002_02_25-METS.xml,BDH_2002_02_25.pdf,2002-02-25
13995,2002,02,26,BDH_2002_02_26-METS.xml,BDH_2002_02_26.pdf,2002-02-26
13996,2002,02,27,BDH_2002_02_27-METS.xml,BDH_2002_02_27.pdf,2002-02-27
13997,2002,02,28,BDH_2002_02_28-METS.xml,BDH_2002_02_28.pdf,2002-02-28
13998,2002,03,01,BDH_2002_03_01-METS.xml,BDH_2002_03_01.pdf,2002-03-01
13999,2002,03,04,BDH_2002_03_04-METS.xml,BDH_2002_03_04.pdf,2002-03-04
14000,2002,03,05,BDH_2002_03_05-METS.xml,BDH_2002_03_05.pdf,2002-03-05
14001,2002,03,06,BDH_2002_03_06-METS.xml,BDH_2002_03_06.pdf,2002-03-06
14002,2002,03,07,BDH_2002_03_07-METS.xml,BDH_2002_03_07.pdf,2002-03-07
14003,2002,03,08,BDH_2002_03_08-METS.xml,BDH_2002_03_08.pdf,2002-03-08
14004,2002,03,11,BDH_2002_03_11-METS.xml,BDH_2002_03_11.pdf,2002-03-11
14005,2002,03,12,BDH_2002_03_12-METS.xml,BDH_2002_03_12.pdf,2002-03-12
14006,2002,03,13,BDH_2002_03_13-METS.xml,BDH_2002_03_13.pdf,2002-03-13
14007,2002,03,14,BDH_2002_03_14-METS.xml,BDH_2002_03_14.pdf,2002-03-14
14008,2002,03,15,BDH_2002_03_15-METS.xml,BDH_2002_03_15.pdf,2002-03-15
14009,2002,03,18,BDH_2002_03_18-METS.xml,BDH_2002_03_18.pdf,2002-03-18
14010,2002,03,19,BDH_2002_03_19-METS.xml,BDH_2002_03_19.pdf,2002-03-19
14011,2002,03,20,BDH_2002_03_20-METS.xml,BDH_2002_03_20.pdf,2002-03-20
14012,2002,03,21,BDH_2002_03_21-METS.xml,BDH_2002_03_21.pdf,2002-03-21
14013,2002,04,02,BDH_2002_04_02-METS.xml,BDH_2002_04_02.pdf,2002-04-02
14014,2002,04,03,BDH_2002_04_03-METS.xml,BDH_2002_04_03.pdf,2002-04-03
14015,2002,04,04,BDH_2002_04_04-METS.xml,BDH_2002_04_04.pdf,2002-04-04
14016,2002,04,05,BDH_2002_04_05-METS.xml,BDH_2002_04_05.pdf,2002-04-05
14017,2002,04,08,BDH_2002_04_08-METS.xml,BDH_2002_04_08.pdf,2002-04-08
14018,2002,04,09,BDH_2002_04_09-METS.xml,BDH_2002_04_09.pdf,2002-04-09
14019,2002,04,10,BDH_2002_04_10-METS.xml,BDH_2002_04_10.pdf,2002-04-10
14020,2002,04,11,BDH_2002_04_11-METS.xml,BDH_2002_04_11.pdf,2002-04-11
14021,2002,04,12,BDH_2002_04_12-METS.xml,BDH_2002_04_12.pdf,2002-04-12
14022,2002,04,15,BDH_2002_04_15-METS.xml,BDH_2002_04_15.pdf,2002-04-15
14023,2002,04,16,BDH_2002_04_16-METS.xml,BDH_2002_04_16.pdf,2002-04-16
14024,2002,04,17,BDH_2002_04_17-METS.xml,BDH_2002_04_17.pdf,2002-04-17
14025,2002,04,18,BDH_2002_04_18-METS.xml,BDH_2002_04_18.pdf,2002-04-18
14026,2002,04,22,BDH_2002_04_22-METS.xml,BDH_2002_04_22.pdf,2002-04-22
14027,2002,04,23,BDH_2002_04_23-METS.xml,BDH_2002_04_23.pdf,2002-04-23
14028,2002,04,24,BDH_2002_04_24-METS.xml,BDH_2002_04_24.pdf,2002-04-24
14029,2002,04,25,BDH_2002_04_25-METS.xml,BDH_2002_04_25.pdf,2002-04-25
14030,2002,04,26,BDH_2002_04_26-METS.xml,BDH_2002_04_26.pdf,2002-04-26
14031,2002,04,29,BDH_2002_04_29-METS.xml,BDH_2002_04_29.pdf,2002-04-29
14032,2002,04,30,BDH_2002_04_30-METS.xml,BDH_2002_04_30.pdf,2002-04-30
14033,2002,07,19,BDH_2002_07_19-METS.xml,BDH_2002_07_19.pdf,2002-07-19
14034,2002,07,19,BDH_2002_07_19_02-METS.xml,BDH_2002_07_19_02.pdf,"2002-07-19 (Supplement)"
14035,2002,08,29,BDH_2002_08_29-METS.xml,BDH_2002_08_29.pdf,2002-08-29
14036,2002,09,03,BDH_2002_09_03-METS.xml,BDH_2002_09_03.pdf,2002-09-03
14037,2002,09,04,BDH_2002_09_04-METS.xml,BDH_2002_09_04.pdf,2002-09-04
14038,2002,09,05,BDH_2002_09_05-METS.xml,BDH_2002_09_05.pdf,2002-09-05
14039,2002,09,06,BDH_2002_09_06-METS.xml,BDH_2002_09_06.pdf,2002-09-06
14040,2002,09,09,BDH_2002_09_09-METS.xml,BDH_2002_09_09.pdf,2002-09-09
14041,2002,09,10,BDH_2002_09_10-METS.xml,BDH_2002_09_10.pdf,2002-09-10
14042,2002,09,11,BDH_2002_09_11-METS.xml,BDH_2002_09_11.pdf,2002-09-11
14043,2002,09,12,BDH_2002_09_12-METS.xml,BDH_2002_09_12.pdf,2002-09-12
14044,2002,09,13,BDH_2002_09_13-METS.xml,BDH_2002_09_13.pdf,2002-09-13
14045,2002,09,16,BDH_2002_09_16-METS.xml,BDH_2002_09_16.pdf,2002-09-16
14046,2002,09,17,BDH_2002_09_17-METS.xml,BDH_2002_09_17.pdf,2002-09-17
14047,2002,09,18,BDH_2002_09_18-METS.xml,BDH_2002_09_18.pdf,2002-09-18
14048,2002,09,19,BDH_2002_09_19-METS.xml,BDH_2002_09_19.pdf,2002-09-19
14049,2002,09,20,BDH_2002_09_20-METS.xml,BDH_2002_09_20.pdf,2002-09-20
14050,2002,09,23,BDH_2002_09_23-METS.xml,BDH_2002_09_23.pdf,2002-09-23
14051,2002,09,24,BDH_2002_09_24-METS.xml,BDH_2002_09_24.pdf,2002-09-24
14052,2002,09,25,BDH_2002_09_25-METS.xml,BDH_2002_09_25.pdf,2002-09-25
14053,2002,09,26,BDH_2002_09_26-METS.xml,BDH_2002_09_26.pdf,2002-09-26
14054,2002,09,27,BDH_2002_09_27-METS.xml,BDH_2002_09_27.pdf,2002-09-27
14055,2002,09,30,BDH_2002_09_30-METS.xml,BDH_2002_09_30.pdf,2002-09-30
14056,2002,10,01,BDH_2002_10_01-METS.xml,BDH_2002_10_01.pdf,2002-10-01
14057,2002,10,02,BDH_2002_10_02-METS.xml,BDH_2002_10_02.pdf,2002-10-02
14058,2002,10,03,BDH_2002_10_03-METS.xml,BDH_2002_10_03.pdf,2002-10-03
14059,2002,10,04,BDH_2002_10_04-METS.xml,BDH_2002_10_04.pdf,2002-10-04
14060,2002,10,07,BDH_2002_10_07-METS.xml,BDH_2002_10_07.pdf,2002-10-07
14061,2002,10,08,BDH_2002_10_08-METS.xml,BDH_2002_10_08.pdf,2002-10-08
14062,2002,10,09,BDH_2002_10_09-METS.xml,BDH_2002_10_09.pdf,2002-10-09
14063,2002,10,10,BDH_2002_10_10-METS.xml,BDH_2002_10_10.pdf,2002-10-10
14064,2002,10,11,BDH_2002_10_11-METS.xml,BDH_2002_10_11.pdf,2002-10-11
14065,2002,10,15,BDH_2002_10_15-METS.xml,BDH_2002_10_15.pdf,2002-10-15
14066,2002,10,16,BDH_2002_10_16-METS.xml,BDH_2002_10_16.pdf,2002-10-16
14067,2002,10,17,BDH_2002_10_17-METS.xml,BDH_2002_10_17.pdf,2002-10-17
14068,2002,10,18,BDH_2002_10_18-METS.xml,BDH_2002_10_18.pdf,2002-10-18
14069,2002,10,21,BDH_2002_10_21-METS.xml,BDH_2002_10_21.pdf,2002-10-21
14070,2002,10,22,BDH_2002_10_22-METS.xml,BDH_2002_10_22.pdf,2002-10-22
14071,2002,10,23,BDH_2002_10_23-METS.xml,BDH_2002_10_23.pdf,2002-10-23
14072,2002,10,24,BDH_2002_10_24-METS.xml,BDH_2002_10_24.pdf,2002-10-24
14073,2002,10,25,BDH_2002_10_25-METS.xml,BDH_2002_10_25.pdf,2002-10-25
14074,2002,10,28,BDH_2002_10_28-METS.xml,BDH_2002_10_28.pdf,2002-10-28
14075,2002,10,29,BDH_2002_10_29-METS.xml,BDH_2002_10_29.pdf,2002-10-29
14076,2002,10,30,BDH_2002_10_30-METS.xml,BDH_2002_10_30.pdf,2002-10-30
14077,2002,10,30,BDH_2002_10_30_02-METS.xml,BDH_2002_10_30_02.pdf,"2002-10-30 (Supplement)"
14078,2002,10,31,BDH_2002_10_31-METS.xml,BDH_2002_10_31.pdf,2002-10-31
14079,2002,11,01,BDH_2002_11_01-METS.xml,BDH_2002_11_01.pdf,2002-11-01
14080,2002,11,04,BDH_2002_11_04-METS.xml,BDH_2002_11_04.pdf,2002-11-04
14081,2002,11,05,BDH_2002_11_05-METS.xml,BDH_2002_11_05.pdf,2002-11-05
14082,2002,11,06,BDH_2002_11_06-METS.xml,BDH_2002_11_06.pdf,2002-11-06
14083,2002,11,07,BDH_2002_11_07-METS.xml,BDH_2002_11_07.pdf,2002-11-07
14084,2002,11,08,BDH_2002_11_08-METS.xml,BDH_2002_11_08.pdf,2002-11-08
14085,2002,11,11,BDH_2002_11_11-METS.xml,BDH_2002_11_11.pdf,2002-11-11
14086,2002,11,12,BDH_2002_11_12-METS.xml,BDH_2002_11_12.pdf,2002-11-12
14087,2002,11,13,BDH_2002_11_13-METS.xml,BDH_2002_11_13.pdf,2002-11-13
14088,2002,11,14,BDH_2002_11_14-METS.xml,BDH_2002_11_14.pdf,2002-11-14
14089,2002,11,15,BDH_2002_11_15-METS.xml,BDH_2002_11_15.pdf,2002-11-15
14090,2002,11,18,BDH_2002_11_18-METS.xml,BDH_2002_11_18.pdf,2002-11-18
14091,2002,11,19,BDH_2002_11_19-METS.xml,BDH_2002_11_19.pdf,2002-11-19
14092,2002,11,20,BDH_2002_11_20-METS.xml,BDH_2002_11_20.pdf,2002-11-20
14093,2002,11,21,BDH_2002_11_21-METS.xml,BDH_2002_11_21.pdf,2002-11-21
14094,2002,11,22,BDH_2002_11_22-METS.xml,BDH_2002_11_22.pdf,2002-11-22
14095,2002,11,25,BDH_2002_11_25-METS.xml,BDH_2002_11_25.pdf,2002-11-25
14096,2002,12,02,BDH_2002_12_02-METS.xml,BDH_2002_12_02.pdf,2002-12-02
14097,2002,12,03,BDH_2002_12_03-METS.xml,BDH_2002_12_03.pdf,2002-12-03
14098,2002,12,04,BDH_2002_12_04-METS.xml,BDH_2002_12_04.pdf,2002-12-04
